# Top IPs from data gathered in last 24 hours only,2023-03-17
Number,IP address,Rating
0,91.205.93.69,0.1522928735760502
1,178.132.2.17,0.1000095215310498
2,190.2.141.8,0.0789279996470931
3,185.45.194.176,0.0735876126567018
4,190.2.144.119,0.0505512528903648
5,185.100.233.230,0.0456239691185325
6,79.124.62.82,0.0375958687431098
7,79.124.62.130,0.0368550185966657
8,79.124.62.86,0.0349355355430781
9,79.124.62.78,0.0262233935929356
10,193.32.162.159,0.0246774920414109
11,212.8.250.174,0.0229116902005312
12,146.88.240.4,0.0180822381923803
13,46.29.227.46,0.0158085718068142
14,46.135.34.244,0.011053667960946
15,212.8.253.19,0.0105439701614082
16,89.248.165.132,0.0102452096447705
17,217.23.13.37,0.0097988640730019
18,190.2.138.31,0.0095645665276531
19,152.69.214.110,0.0086788114079846
20,109.236.84.194,0.0076147449178572
21,49.88.112.77,0.0075215252190248
22,89.248.165.104,0.0072016340914324
23,89.248.165.59,0.0070223820701403
24,89.248.165.118,0.0069824584467228
25,103.145.13.48,0.0067494639398427
26,77.247.108.45,0.0063802298049317
27,89.248.165.52,0.0061426784879326
28,190.2.133.181,0.0060982254737589
29,213.226.123.61,0.006080298975328
30,158.69.252.241,0.0060380074286931
31,92.63.197.97,0.0059545124394122
32,147.135.36.161,0.0058666019145629
33,38.132.103.114,0.0058567931489073
34,88.103.224.196,0.0055733007771452
35,218.92.0.206,0.0051853303643394
36,190.202.116.26,0.0051648841889384
37,190.2.137.174,0.0048285692608058
38,218.92.0.207,0.0046853127967086
39,147.50.77.194,0.0045808787691822
40,61.177.173.24,0.0045751205146808
41,80.82.78.27,0.004346998617186
42,61.177.173.5,0.0041761634107907
43,183.136.225.32,0.0039679691797589
44,46.135.18.57,0.0035468840579913
45,89.248.163.189,0.0034674107404157
46,89.248.165.51,0.0033038008793765
47,212.70.149.42,0.0031718980256872
48,78.128.113.34,0.0031088513455881
49,45.143.200.114,0.0030703290758007
50,185.94.111.1,0.0030517816870209
51,78.128.113.46,0.0029700539982159
52,15.204.163.86,0.0026857501424241
53,212.70.149.10,0.0025508590231599
54,80.82.77.33,0.0024430795730122
55,46.135.31.147,0.002376754216896
56,80.82.77.139,0.0023755408756144
57,164.92.198.87,0.0023624815680693
58,66.240.205.34,0.0023360130928497
59,78.128.113.102,0.0023332143006265
60,176.111.174.91,0.0023283498747542
61,176.111.174.110,0.0023276471838593
62,176.111.174.86,0.0023250050939378
63,176.111.174.83,0.0023239788516628
64,176.111.174.89,0.0023193952373179
65,176.111.174.88,0.0023170915977655
66,176.111.174.97,0.002303250277921
67,176.111.174.105,0.0022951677520323
68,176.111.174.109,0.0022838325486341
69,176.111.174.112,0.0022813465165187
70,176.111.174.85,0.0022781457752014
71,176.111.174.95,0.0022750659352326
72,176.111.174.87,0.0022419692079543
73,176.111.174.84,0.0022385725759453
74,176.111.174.81,0.002225803711262
75,176.111.174.111,0.0022221274557261
76,91.191.209.198,0.0022200565503423
77,176.111.174.82,0.0022029833853653
78,176.111.174.80,0.0021891395305884
79,71.6.199.23,0.0021827752201915
80,89.248.163.200,0.0021703273474918
81,101.43.254.234,0.0021120787063006
82,185.224.128.17,0.0020909344509992
83,89.38.98.75,0.0020577423587774
84,93.174.95.106,0.0019474228739267
